date	edition	section	page	length	head	hash	year	month
text603469	2016-09-06	朝刊	文化文芸	31	1223	英傑から民の物語へ　北方謙三さん「大水滸伝」シリーズ完結	0f9188b913a224d869f09a32aa7f2e2e	2016	9
text603470	2016-09-06	朝刊	北海道総合	32	3097	豪雨１週間、日常いつ戻る　清水の２人依然不明　／北海道	20652083f77dd099b8c7279f944e6ee6	2016	9
text603471	2016-09-06	朝刊	高知全県・１地方	32	2162	若者との議論、どこでも出る　安保法、防衛相退任の中谷元氏に聞く　／高知県	d763f3dcb72e40686a05270c8950c751	2016	9
text603472	2016-09-06	朝刊	香川全県・１地方	32	640	管理職中の女性「１０％未満」８割　四国の企業を帝国ＤＢが調査　／香川県	bbb8ffbb203ec46cc9bc14f3c6f29159	2016	9
text603473	2016-09-06	朝刊	淡路・１地方	33	995	外国籍の生徒にも「主権者教育」を　県教委が指導事例集　／兵庫県	cd761945fd82f8d93037fce0726ce962	2016	9
text603474	2016-09-06	朝刊	京都市内・１地方	33	1326	１８・１９歳投票率４６．８６％　参院選、全体を５ポイント近く下回る　／京都府	2ac050dbc78f41e1da38dfab29c84b50	2016	9
text603475	2016-09-06	朝刊	２社会	34	671	悠仁さま１０歳　稲作に夢中	e34e9e238b5a24fdb0d7425ccb085047	2016	9
text603476	2016-09-06	朝刊	２社会	38	812	英公使襲撃の刀、確認・初公開　京博、来月１５日から　【大阪】	58168b3f321c0183c3448edb84dda821	2016	9
text603477	2016-09-07	朝刊	１総合	1	718	ＩＰＣクレーブン会長インタビュー　リオ・パラリンピックあす開幕	1801678d49c67ecb65e55492092d415d	2016	9
text603478	2016-09-07	朝刊	１総合	1	455	クマの楽園、極東観光の目玉　ロシア	ece0788f5a8496dc4a6902400a247d05	2016	9
text603479	2016-09-07	朝刊	３総合	3	693	大型巡視船２隻、日本が比に供与へ　首相「建造費、円借款で」	22d0518a2f45d672bdb6fd8f9e47fb8b	2016	9
text603480	2016-09-07	夕刊	大文化	3	518	（テーブルトーク）村上勇介さん　５２歳　京都大学地域研究統合情報センター准教授【大阪】	06d4b502e7dc65822410e9c67eec713a	2016	9
text603481	2016-09-07	朝刊	４総合	4	1058	総裁任期延長、議論へ　自民、多選制限撤廃か「３期９年」軸	8bbd3450f5cad9467dd17b8568e3fa7f	2016	9
text603482	2016-09-07	朝刊	４総合	4	143	首相動静	a665e29f6f397bd11f12e27ee185f94f	2016	9
text603483	2016-09-07	朝刊	４総合	4	1299	（考・野党　私の見方：３）脱原発、再生への踏み絵　吉原毅さん	0bb49f555de97db85176cef53b076bf3	2016	9
text603484	2016-09-07	朝刊	５総合	5	1431	概算要求、１０１兆４７０７億円　社会保障費の圧縮、焦点　来年度予算	03848967ec0b7a356cd957c11f038831	2016	9
text603485	2016-09-07	朝刊	５総合	5	1740	（教えて！２０２５年問題：１）都心の「介護難民」深刻に	30007c31541b6afe892e536245f898d9	2016	9
text603486	2016-09-07	朝刊	１経済	7	594	「本社機能、移転も」　日本の要望書、英に衝撃　ＥＵ離脱	582bd9d072057ee46f7cb2358f0554e8	2016	9
text603487	2016-09-07	朝刊	１経済	7	1308	日銀緩和、次の手は　外債購入案に権限の壁　２０、２１日決定会合	d5167884a596bac55436398913c2fd0e	2016	9
text603488	2016-09-07	夕刊	スポーツ１	8	685	パラアスリート、ここから育て　サンパウロに専用トレセン　リオ・パラリンピック	2037778a9b414c82d82dc75a303f07e4	2016	9
text603489	2016-09-07	朝刊	１経済	9	1273	ピーク時電力、昨夏下回る　猛暑でも節電定着　関西・北陸・中国電　【大阪】	4aede8dc4f6cf74350d1aeb0371f5f0a	2016	9
text603490	2016-09-07	夕刊	夕刊憲法	10	1000	（新聞と９条：３３４）中曽根政権まで：２７	edb015d07ff63a46def110123e3393e0	2016	9
text603491	2016-09-07	夕刊	２社会	10	487	保育所ネット申請、可能に　来年秋から、マイナンバーカード必要	53966b87b8b906f0ef18bd22beafc3d6	2016	9
text603492	2016-09-07	朝刊	１外報	11	449	米韓、北朝鮮を非難　対中姿勢は一線画す　首脳会談	d7d846bed673a86a3a1d6e295863ae78	2016	9
text603493	2016-09-07	朝刊	１外報	11	455	韓国の海運大手破綻、私財３７億円投入　「ナッツ騒動」元副社長の父	9f56900cdf6439c83325ae02cccc9c49	2016	9
text603494	2016-09-07	朝刊	２商況	12	728	（経済気象台）武士は食わねど高楊枝	25b8df9cd8e31fa0e342709b963a65ca	2016	9
text603495	2016-09-07	朝刊	オピニオン２	12	484	（声）手直し「共謀罪」、いやな感じ　【大阪】	27f8fe7b86d95de1392f9da8e401ac16	2016	9
text603496	2016-09-07	朝刊	オピニオン２	14	270	朝日川柳　西木空人選	598412678581438b416bb6bcffaecd69	2016	9
text603497	2016-09-07	朝刊	オピニオン２	14	970	（社説）日中首脳会談　プラスを増やす関係に	9dc4baa0794ad305a977d84f48fa2a00	2016	9
text603498	2016-09-07	朝刊	オピニオン２	14	490	（声）放射性廃棄物は未来に無責任	2ba1a38d7e9bd51b278f469da7d8b037	2016	9
text603499	2016-09-07	朝刊	東特集Ｗ	19	1549	（まなぶ＠朝日新聞）新聞読み、自分のストック増やして　ジャーナリスト・池上彰さんに聞く	302a635bd0fc305459a40214b8d9b1bc	2016	9
text603500	2016-09-07	朝刊	スポーツ３	27	1254	熱戦、リオから再び　パラリンピック、チケット販売絶好調	034e8dfbb40b85b6816e7b36d63ab051	2016	9
text603501	2016-09-07	朝刊	埼玉全県・２地方	28	1248	情報クリップ　／埼玉県	496efe58107e1681e4fbb69b0b1d20de	2016	9
text603502	2016-09-07	朝刊	茨城全県・２地方	28	615	（ぴーぷる）日本花き生産協会長　久家源一さん　／茨城県	835b7c48782028126eddfc737c52c1e3	2016	9
text603503	2016-09-07	朝刊	横浜・１地方	29	1255	中央即応集団、廃止へ　陸自・座間、定員１２０人減　「日米共同部」を新設／神奈川県	ce52f7aa87f4e33d906faceb6c88c4c4	2016	9
text603504	2016-09-07	朝刊	新潟全県・１地方	29	1613	（１０・１６　にいがた知事選）撤退？撤回？読めぬ思惑　泉田知事、議会でひと言も触れず／新潟県	2a7ea0aa681125b03c29277baa59c47e	2016	9
text603505	2016-09-07	朝刊	山梨全県・１地方	29	562	県消防防災ヘリコプター入札、３社が苦情申し立て　「参加資格の再審査を」　／山梨県	b121fa1d8d1f54d0e2674ed4782cc980	2016	9
text603506	2016-09-07	朝刊	三重全県・地域総合	30	1180	（アートの街へ　あいちトリエンナーレ）困難な状況に立ち向かう人間の強さ　山城知佳子「土の人」　朝日プラス・シー／東海・共通	10df4b3909d19f32c77632c40dba69df	2016	9
text603507	2016-09-07	朝刊	鳥取全県・２地方	30	972	とっとり柳壇　両川無限選　／鳥取県	30a08ba94c3e6141b27c034988a211c0	2016	9
text603508	2016-09-07	朝刊	高知全県・１地方	31	639	女性の管理職登用、「１０％未満」８割超　四国の企業、帝国ＤＢ調査　／高知県	a953432aa3d26c4dac1021973962279e	2016	9
text603509	2016-09-07	朝刊	徳島全県・１地方	31	639	女性の管理職登用、進まず　四国の企業、１０％未満が８割　帝国データ調査　／徳島県	a953432aa3d26c4dac1021973962279e	2016	9
text603510	2016-09-07	朝刊	富山全県・１地方	31	584	高橋氏、知事選へ１０項目　共産推薦で協定　立候補表明　／富山県	1d1be909441470dc2e392ea272f53a67	2016	9
text603511	2016-09-07	朝刊	文化文芸	34	1831	（クロスレビュー）ＨｉＧＨ＆ＬＯＷ	81f5a81db94c04ec79f14c8a4112b596	2016	9
text603512	2016-09-07	朝刊	大分全県・２地方	34	635	「阿蘇へ来て」連携　大分・熊本、外国人誘客を協議　／大分県	6f05c3e9ba93ca7ceb00cfc47dfab295	2016	9
text603513	2016-09-07	朝刊	長崎・１地方	35	449	海自・トラック協会が協定　災害時などの物資輸送で　／長崎県	b26c2a841944f79918873da3934701de	2016	9
text603514	2016-09-07	朝刊	特設Ａ	36	2956	（朝日・東大谷口研究室共同調査）改憲、有権者の関心は９条	e5a841ffba19a68de6b9177b6e268dce	2016	9
text603515	2016-09-07	朝刊	３社会	37	591	幻の松方コレクション、リスト発見　英で焼失、ゴッホやマネなど９５３点	baeeb01a6bb6d3aff5c89840def96555	2016	9
text603516	2016-09-07	朝刊	２社会	38	3019	司法試験、合格率横ばい２２．９５％　３５校は１割未満	8f42b662accafab04483ed2c7143dfed	2016	9
text603517	2016-09-08	朝刊	１総合	1	572	日韓首脳、北朝鮮を非難　慰安婦問題、合意実施を確認	e800b8eb3d2f1dafcbea22235cd20733	2016	9
text603518	2016-09-08	朝刊	１総合	1	762	焼けた病室、ＩＳの傷痕　イラク・ファルージャ	f2e16665c41f217595a8eab636a7e743	2016	9
text603519	2016-09-08	朝刊	１総合	1	849	生前退位、特措法で　政府検討、皇室典範改正せず	42bf87eef483d9e3dd4ec77c9439372c	2016	9
text603520	2016-09-08	朝刊	１総合	1	635	インデックス　９月８日	7d61f5ca9437fb400c55064d43ffbc4a	2016	9
text603521	2016-09-08	夕刊	１総合	1	396	生前退位に絞り検討　首相「静かに議論を」	f73007caebd67f5b448e44273f1e3add	2016	9
text603522	2016-09-08	朝刊	２総合	2	2521	（時時刻刻）特措法、早期決着を優先　政府、「生前退位」に絞る	a22f172c9900d395265d5c6a17e90a83	2016	9
text603523	2016-09-08	夕刊	２総合	2	613	世論調査機関を「外国の代理人」　ロシア当局、選挙前に圧力　独立系対象	7bcdba184965ed74c37ca801c1523d1f	2016	9
text603524	2016-09-08	朝刊	３総合	3	1488	南シナ海、中国批判抑制　ＡＳＥＡＮ声明、仲裁判決触れず	bedd213cc16a3c7cce62ad934422a9db	2016	9
text603525	2016-09-08	朝刊	３総合	3	1720	政治家と国籍、論点は　蓮舫氏「念のため」台湾籍放棄　外国籍離脱は努力義務	e2d0d3cc085c444c31216508dcc42fbd	2016	9
text603526	2016-09-08	夕刊	文化芸能	3	587	沖縄、日本の問題の縮図　流山児★事務所公演、１９７２年が舞台	1e9d79d1d74e1d740ef124a36d7df57d	2016	9
text603527	2016-09-08	朝刊	４総合	4	339	パレスチナ支援加速、一致　日本仲介、イスラエルも参加　４者閣僚級	a6a272a97c6696dca569e5a2b2bda362	2016	9
text603528	2016-09-08	朝刊	４総合	4	1455	安倍氏・朴氏、深まる連携　ミサイル情報共有課題　日韓会談	8c60b34a80740f1081710e6486d50b63	2016	9
text603529	2016-09-08	朝刊	４総合	4	361	安倍政権のＴＰＰに「反対」　民進代表選３候補者	f0754a405664752043e5dd952433e9a8	2016	9
text603530	2016-09-08	朝刊	４総合	4	1561	（考・野党　私の見方：４）魅力的な政治家、育てて　大嶽秀夫さん	b316ec09ff09c877f0dbe4a33798dd2d	2016	9
text603531	2016-09-08	朝刊	５総合	5	294	輸入小麦が最安値水準　農水省発表	beb0fdb711900372ec7831e840cd291b	2016	9
text603532	2016-09-08	朝刊	５総合	5	278	受精卵研究の指針作成へ　政府調査会	40fdabf7fd05705b722f622c2cc4bcea	2016	9
text603533	2016-09-08	朝刊	５総合	5	998	（教えて！２０２５年問題：２）病院から在宅へ、移行進む？	6182e2c1ec0d6060138c7018d33863f6	2016	9
text603534	2016-09-08	朝刊	５総合	5	590	リニアの財投融資、経営報告義務化へ　ＪＲ東海に政府方針	cc252731855b42f5c85f3eb5e601bfce	2016	9
text603535	2016-09-08	朝刊	１経済	6	523	中国、公共事業拡大へ　民間投資急減速に危機感	a96df6fd20ed39efc5bdde7803223277	2016	9
text603536	2016-09-08	夕刊	１社会	9	401	唐津市長、４選不出馬　カネ巡る疑惑、「反省事例ある」　【西部】	294598007ea66cf04a9dc03ff7094468	2016	9
text603537	2016-09-08	朝刊	オピニオン２	10	512	（声）手記に残る母親たちの苦労　【大阪】	d8a00cb770d4e844d2aeeb8ae737cc88	2016	9
text603538	2016-09-08	朝刊	オピニオン２	10	459	（声）民進党、代表選機に大変革を　【大阪】	9c00f1556010b91a4466b8bd0f5de8ce	2016	9
text603539	2016-09-08	朝刊	１外報	11	1837	生前退位、欧州の潮流　３代続くオランダ、国民にも浸透	7d270fb462db2ae9c65788b527eb1d3c	2016	9
text603540	2016-09-08	朝刊	１外報	11	572	発射翌日に声明、中国も反発せず　北朝鮮ミサイル非難	c9611d96d6dfa432b66eb541039bf43a	2016	9
text603541	2016-09-08	朝刊	１外報	11	406	核の先制不使用宣言、否定的　安保、日韓の懸念考慮　オバマ氏側近	b1dd2e07d7b1f12dba35c094d4f6b140	2016	9
text603542	2016-09-08	朝刊	１外報	11	878	（ヒラリーｖｓ．トランプ　米国の選択）ヒラリー編：４　２６歳の夏、心に従う決断	bbc5723fce4cea3b6cf9c3ea2dfbd4e9	2016	9
text603543	2016-09-08	夕刊	スポーツ１	13	1412	南米初開催、熱気包む　リオ・パラリンピック開幕	0ca11d74cdf94ee2c0e6e34039700529	2016	9
text603544	2016-09-08	夕刊	スポーツ１	13	751	五輪の余韻、こぎ着けた祭典　リオ・パラリンピック開幕	76ebde6c508c44de72437d31f68e2e1a	2016	9
text603545	2016-09-08	朝刊	オピニオン２	14	946	（社説）省庁移転　やっぱり掛け声倒れだ	fcac619bd86ad7f229bc8303275859f3	2016	9
text603546	2016-09-08	朝刊	オピニオン２	14	961	（社説）日韓首脳会談　協調の利益を見すえて	10769e076fbaf397f1996d820c9cb102	2016	9
text603547	2016-09-08	朝刊	オピニオン２	14	1730	（ザ・コラム）「精神安定剤」　首相の孤独をいやすのは　秋山訓子	29550e7bdfea4f15954a7a0fa1f700bc	2016	9
text603548	2016-09-08	夕刊	夕刊憲法	14	1013	（新聞と９条：３３５）中曽根政権まで：２８	de6917294d5af21ad4078339c7847245	2016	9
text603549	2016-09-08	朝刊	オピニオン１	15	3484	（異議あり）英語強化は民主主義の危機、分断も招く　教育改革にダメを出す政治学者、施光恒さん	e83f22b5faa75367c6b34e46a94434a2	2016	9
text603550	2016-09-08	朝刊	オピニオン１	15	1116	（私の視点）分断された米の有権者　シーア派とスンニ派？　トーマス・フリードマン	45047c641869926662af9a390e05926e	2016	9
text603551	2016-09-08	朝刊	オピニオン１	15	1095	（記者有論）膨らむ原発事故コスト　負担するべきは私たちか　小森敦司	1a36ff5cecd88a69d423f66c54d0b358	2016	9
text603552	2016-09-08	朝刊	宮城全県・１地方	25	637	実地調査は行わず　自民会派、パソコン購入問題　／宮城県	e751aa0508dff7a941ac6b8d46dc7a43	2016	9
text603553	2016-09-08	朝刊	福島中会・１地方	25	1768	（帰還困難区域の未来図）故郷との接点、模索する住民　双葉の避難者に同行　／福島県	9864c7b0c2b39af060231d3c854f6b3c	2016	9
text603554	2016-09-08	朝刊	長野東北信・１地方	25	402	民進代表選候補、長野で舌戦展開　／長野県	6fb8dabb342b784eb30354b26cb76012	2016	9
text603555	2016-09-08	朝刊	新潟全県・１地方	25	406	町議の除名、決議　「議員の資質欠如」　阿賀町議会　／新潟県	1f8b1148e03bfc5537cf74a3ba9774ec	2016	9
text603556	2016-09-08	朝刊	東京Ｂ・２地方	26	2402	（羽田…飛行機が見える街：１）国際空港に復帰、活性化へ翼　／東京都	ba42529614ed7870f22bc2425d4d07b3	2016	9
text603557	2016-09-08	朝刊	埼玉全県・２地方	26	1990	（さいたま風土記）産業遺産編：１　ホフマン輪窯とれんが　深谷市　／埼玉県	94b10a8d9f722ac5b8f3e9a5cdb47cd8	2016	9
text603558	2016-09-08	朝刊	静岡全県・２地方	26	1917	（インタビューＱ）陛下のお気持ちに見たブライズ先生　静岡大名誉教授・上田邦義さん／静岡県	126dd51e169a6103a996aaab4a84b9bb	2016	9
text603559	2016-09-08	朝刊	静岡・１地方	27	594	文芸大でシンポ「誤解を与える」　川勝知事、新球場建設巡り　／静岡県	19cdb1d0c3ef03bcda60e6938d64a8e2	2016	9
text603560	2016-09-08	朝刊	大阪府・２地方	28	547	講演「報道の自由とは何か」　豊中・阪大で１３日　／大阪府	e683a1f052f02bb8b82a9201ac9d8475	2016	9
text603561	2016-09-08	朝刊	大分全県・１地方	29	489	県弁護士会が抗議声明発表　別府署の隠しカメラ設置問題　／大分県	d8af840ab6e88352b2b2313f72705372	2016	9
text603562	2016-09-08	朝刊	高知全県・１地方	31	1721	（南洋の雪）灯：２　早死にするかも、恐怖あった　／高知県	7aa945431fb4e79a833b5a53504dd26a	2016	9
text603563	2016-09-08	朝刊	鳥取全県・１地方	31	1314	山上憶良の人となり描く　伯耆国赴任から１３００年　来月、倉吉で創作劇　／鳥取県	2a7e485bdb4f936feb3b9ed2a81de4e3	2016	9
text603564	2016-09-08	朝刊	２社会	32	400	逆転「難民該当」判決　ネパール人男性に　名古屋高裁　【名古屋】	e02318ccec1a54e4f085b7a5a5a96fc9	2016	9
text603565	2016-09-08	朝刊	教育１	34	437	ニュースでＱ	4f8237aa28993da83a840ea6bbde6e45	2016	9
text603566	2016-09-08	朝刊	２社会	38	1164	「原子力防災、選挙の争点に」　泉田・新潟知事、出馬撤回の理由語る	fbf9925e3edfd368f40ad5e0f53b70c4	2016	9
text603567	2016-09-09	夕刊	１総合	1	2691	北朝鮮、５度目核実験　１月以来、日韓が判断　爆発、過去最大級か	4da8808fef5f453cbba6d0dbebe4eae6	2016	9
text603568	2016-09-09	朝刊	２総合	2	2249	（時時刻刻）習主席、難局しのぐ　安倍首相、メリハリ　主要国首脳外交ウィーク幕	09a661816a994310fd201c759d5925ca	2016	9
text603569	2016-09-09	夕刊	２総合	2	1308	北朝鮮、増す脅威　核実験、ミサイル相次ぐ中　韓国が非難、米と協議	647b82e863c8cc585ef9bc31d8b71d8d	2016	9
text603570	2016-09-09	朝刊	３総合	3	1156	米、南シナ海対抗策示せず　軍事力、中国に追い上げられ	5397937293fd2a7090240c43abf96598	2016	9
text603571	2016-09-09	朝刊	４総合	4	656	故山岸章氏の「遺作集」無料配布　原稿２４本とインタビューをメールで	a183aa462a38ef9981f3a3c3529b779c	2016	9
text603572	2016-09-09	朝刊	４総合	4	304	韓国野党、反発相次ぐ　日韓首脳、慰安婦合意を確認	58e382571f760e2d8d9cf8a52ce8958d	2016	9
text603573	2016-09-09	朝刊	４総合	4	118	首相動静	ae8695fa0fe71e10c1f4fdc2a524d545	2016	9
text603574	2016-09-09	朝刊	４総合	4	1374	（考・野党　私の見方：５）「反対が対案」言い返せ　小田嶋隆さん	78dd6b99c793592a52e49ce78ba808f0	2016	9
text603575	2016-09-09	朝刊	４総合	4	1585	生前退位の検討を優先　首相表明「ご心労に思い」　有識者から意見聴取	d97276c83d5df9b4d51b3be5a0b0d338	2016	9
text603576	2016-09-09	夕刊	文化芸能	4	680	（評・映画）「スーサイド・スクワッド」　アメコミ悪役、真面目に団結	da44ba1a29721b41e5204170bbe32d51	2016	9
text603577	2016-09-09	夕刊	夕刊ｂｅ金曜３面	5	330	講座・講演　マリオン	c362cf92e2487f59014f8c35c3cad41e	2016	9
text603578	2016-09-09	朝刊	５総合	7	1483	税制改正、本格議論へ　配偶者控除・ビール系飲料など	ca0a85dc83bb5e854067db0a22e2adbb	2016	9
text603579	2016-09-09	朝刊	５総合	7	988	（教えて！２０２５年問題：３）「介護離職ゼロ」どう実現？	f3d213ab9e3c2edabdfdcd58996fc98c	2016	9
text603580	2016-09-09	朝刊	５総合	7	869	政策頼み、民需伸びず　ＧＤＰ上方修正、年率０．７％増　４～６月期	20d17c5f0a846da19c7b85aeea94020b	2016	9
text603581	2016-09-09	夕刊	１社会	7	1231	核廃絶に逆行、またか　被爆者ら、怒りと失望　北朝鮮核実験　【名古屋】	2785056a788e85af1f686af5b7d2bb64	2016	9
text603582	2016-09-09	朝刊	１外報	11	878	（ヒラリーｖｓ．トランプ　米国の選択）ヒラリー編：５　都落ち、「政治家の妻」へ	30fb88f68068dcd4444feff2236f82c4	2016	9
text603583	2016-09-09	朝刊	１外報	11	431	オバマ氏の面前、また「持論」展開　ドゥテルテ比大統領	f624fb7d9c2e7ff2fa51fed6f1051cde	2016	9
text603584	2016-09-09	朝刊	１外報	11	923	対ＩＳ戦闘「大きく進展」　現政権の改革「まやかし」　マリキ・イラク前首相	0f46ad9f1d7a3ca6d98d3f9015fbe6e0	2016	9
text603585	2016-09-09	朝刊	１外報	11	124	（地球２４時）元首相が新党結成　マレーシア	2a737d5ffbfd9807b0432fe9a7dd697d	2016	9
text603586	2016-09-09	朝刊	１外報	11	1013	（２０１６米大統領選）両候補、安保巡り「前哨戦」　投開票まで２カ月、退役軍人と対話	ecc922b41f67ceeb625b77b19f0f7667	2016	9
text603587	2016-09-09	朝刊	１外報	11	545	「民主化」の村、前村長に実刑　中国の裁判所、村民は反発	8ea5625ec71faa381532007785e615b6	2016	9
text603588	2016-09-09	夕刊	１社会	11	1634	核廃絶「また遠のく」　北朝鮮核実験、被爆者ら憤り　オバマ氏訪問３カ月余り【大阪】	4e0e788be085a99b4e5b9ad652218aab	2016	9
text603589	2016-09-09	朝刊	２商況	12	736	（経済気象台）都市間競争と国家	c644eb0a656c24ec52fe11aa94fd50fe	2016	9
text603590	2016-09-09	朝刊	オピニオン２	12	449	（声）危機感のない概算要求に怒り　【名古屋】	d0107bf2bbf47b3c36df3e6797e0f59a	2016	9
text603591	2016-09-09	朝刊	オピニオン２	14	454	（声）農家の技術革新支える補助を	7ec76bdcaff9147043a2a541b91eb180	2016	9
text603592	2016-09-09	朝刊	オピニオン２	14	961	（社説）配偶者控除　「再分配」見すえ改革を	391e161eb49e1a3799f93a1af7876999	2016	9
text603593	2016-09-09	朝刊	オピニオン２	14	260	朝日川柳　西木空人選	7718aa109fb2649a526f48aa55fd0025	2016	9
text603594	2016-09-09	夕刊	夕刊憲法	14	1038	（新聞と９条：３３６）中曽根政権まで：２９	0e39a56efc7bfdf0cf77d4a707a133da	2016	9
text603595	2016-09-09	夕刊	２社会	14	508	都の保育定員、５千人拡大へ　１００億円超の補正予算案	f6bd5b162623480166c33cfa127a796a	2016	9
text603596	2016-09-09	夕刊	２社会	14	728	西松の株主訴訟、和解　元役員９人、１．５億円支払い　違法献金巡り	fd5aab67334688651fc2104ad8108074	2016	9
text603597	2016-09-09	朝刊	オピニオン１	15	4510	（インタビュー）戦場に立つということ　戦場の心理学の専門家、デーブ・グロスマンさん	c5e8ee2b0924907bacd5524c4d0ae272	2016	9
text603598	2016-09-09	夕刊	１社会	15	1343	「核廃絶の流れに逆行」　被爆者、北朝鮮核実験に憤り　オバマ氏訪問３カ月余	3007b76a0b35513b023bb393877debaf	2016	9
text603599	2016-09-09	朝刊	東特集Ｓ	17	3364	北朝鮮へ、向き合い方探る　シンポジウム「挑戦を受ける北東アジア安保と日中韓協力」	610b071f43534ee7414abcdeab23a862	2016	9
text603600	2016-09-09	朝刊	ラテ解説１	21	579	（記者レビュー）原子力政策に辛口議論	5d88b3adbb7a5bcc0ab5a8ae358e9ccf	2016	9
text603601	2016-09-09	朝刊	鳥取全県・１地方	25	1032	鳥取県“独立”とは　９月１２日「県民の日」　鳥取で二つの企画展　／鳥取県	d69155e1237d00df8e3d4382490045ff	2016	9
text603602	2016-09-09	朝刊	長野全県・２地方	28	1245	（酒もよう＠信州）蔵・ワイナリー巡り：２４　笑亀酒造　あえて酸味表現、杜氏の腕／長野県	56a98d759bac4f2e3aef0defae9e45dd	2016	9
text603603	2016-09-09	朝刊	東京四域・１地方	29	355	朝鮮学校調査を都ＨＰで再公開　知事が指示　／東京都	ba061c1851a5d58cd57e1f8d20f5c88c	2016	9
text603604	2016-09-09	朝刊	福島中会・１地方	29	798	原発や復興、際立つ訴え　いわき市議選、１１日に投開票　／福島県	07b35de47eb1f4f48096003b87c916fe	2016	9
text603605	2016-09-09	朝刊	静岡・１地方	29	289	浜岡原発再稼働、慎重判断の姿勢　民進代表選３氏　／静岡県	a1935ae94cd47defd3d9c3471e7948b1	2016	9
text603606	2016-09-09	朝刊	佐賀全県・１地方	31	1047	不祥事引責を否定　坂井唐津市長、４選不出馬表明　市民団体、辞職勧告の構え／佐賀県	140404f5d02dd012a83407caa4a75d89	2016	9
text603607	2016-09-09	朝刊	３社会	33	1043	ヘリパッド、元米兵ＮＯ　沖縄工事、「戦争訓練で自然破壊」　【大阪】	37552c85b8881f92e65da55d2843e123	2016	9
text603608	2016-09-10	朝刊	１総合	1	2091	「核弾頭の威力を確認」　北朝鮮、５回目の核実験　ミサイル搭載に現実味	084ede1c2f67e9e920a9009682e04866	2016	9
text603609	2016-09-10	朝刊	２総合	2	3062	（時時刻刻）核、実戦配備も視野　小型・軽量弾頭「生産可能に」　北朝鮮核実験	9def062076b7b468d77764e06b2a6027	2016	9
text603610	2016-09-10	夕刊	２総合	2	680	（惜別）ベラ・チャスラフスカさん　体操女子五輪金メダリスト	5ae4484156958348dae2bc3b09694e3e	2016	9
text603611	2016-09-10	夕刊	２総合	2	454	子育てと介護、同時に向き合う「ダブルケア」　「身近な問題」４５％　４０歳以上調査	239f819f9878c9690d48887f2809552b	2016	9
text603612	2016-09-10	朝刊	３総合	3	2016	制裁の効果、中国次第　「慎重に行動」、日米韓と溝　北朝鮮核実験	f3b71d03067d4d42bdb7ddbe381e728f	2016	9
text603613	2016-09-10	朝刊	３総合	3	767	（Ｒｅ：お答えします）米の外相は「国務長官」、なぜ	60f522f8995b0e45cec5086fe84e5daf	2016	9
text603614	2016-09-10	朝刊	３総合	3	1326	「残業青天井」に歯止め　「３６協定」の抜け穴、見直し議論開始	08f9f69a591acbd896a9ebb0b545b2f2	2016	9
text603615	2016-09-10	夕刊	Ｕ３５	3	877	（アナザーカット）２０１６・６・２３　まっすぐな思い　ココハツ	248e5c3262f3c26623c4afc3f15e076d	2016	9
text603616	2016-09-10	朝刊	４総合	4	661	「未来投資会議」設置を発表　政府、ＡＩ・ロボット活用へ	1b1aea64dbdded4f956fe770c6a4ea9f	2016	9
text603617	2016-09-10	朝刊	４総合	4	958	首相への影響力、問われる山口氏　公明代表に無投票で５選	eeef9ee1998a56ceab808aec7aabb8a7	2016	9
text603618	2016-09-10	朝刊	４総合	4	500	首相動静　９日	369d0fae7417fce509ee38cc97863d4b	2016	9
text603619	2016-09-10	朝刊	４総合	4	2126	男系維持派、困惑　生前退位、政府が特措法検討＝訂正・おわびあり	78ff461cca3a8932af9420d7fc234d11	2016	9
text603620	2016-09-10	朝刊	５総合	5	480	首相、配偶者控除見直し指示　政府税調に　「多様な働き方、しくみを」	9148fc22a8ada3ecf62f99258973766f	2016	9
text603621	2016-09-10	朝刊	５総合	5	366	慰安婦資料「歴史に」　記憶遺産登録目指す団体がシンポ	9b0ebf665eee2a2b29edb6985e4acc8a	2016	9
text603622	2016-09-10	朝刊	５総合	5	973	（教えて！２０２５年問題：４）介護の担い手、確保できる？	ae2a0d2bd784dd96624cdc1c21ce823d	2016	9
text603623	2016-09-10	朝刊	１経済	6	430	民泊日数を緩和、最低６泊→２泊　一部特区、ホテル不足に対応	fda3e3cf365142a6842f6d6cf78c5aa8	2016	9
text603624	2016-09-10	朝刊	１経済	6	331	関経連の訪問団、ベトナム・香港へ　あすから、関係強化図る　【大阪】	cbf59b070b343fd2c7c43c5d1dad253c	2016	9
text603625	2016-09-10	夕刊	１９６４五輪写真	10	469	（東京五輪物語）都心にホテル次々　「おもてなし」新たな形へ	ebf4f1ecb96212a4184ac019aa3e39c4	2016	9
text603626	2016-09-10	朝刊	１外報	11	350	ＩＳから奪還の町「住民帰還支援を」　イラク国会議長	c0508b617df54396096366804608bb22	2016	9
text603627	2016-09-10	朝刊	１外報	11	1202	韓国、激しく非難　朴氏「狂的な無謀さ」　圧力一辺倒に限界も　北朝鮮核実験	6f9bd92307875f0d5de05720221f4cde	2016	9
text603628	2016-09-10	朝刊	１外報	11	2519	＜考論＞北朝鮮の核実験、どう見る　４氏に聞く	2adbf3299a3fc618acdc68368234bdbd	2016	9
